report_date,report_type,location,site,department,contractor,reporter_role,description,severity,planted_pattern
2026-07-12,NEAR_MISS,Site Foxtrot,Site Alpha,Logistics,Contractor-Meridian Fabrication,Engineer,Signage for emergency assembly point was faded and needs replacement.,MODERATE,
2026-05-30,UNSAFE_ACT,Site Charlie,Site Charlie,HSE,Contractor-Summit Rigging Co,Foreman,Waste segregation bins were not properly labeled at the site office.,HIGH,
2026-06-13,UNSAFE_CONDITION,Site Charlie,Site Foxtrot,Maintenance,Contractor-Northstar Industrial,Engineer,Signage for emergency assembly point was faded and needs replacement.,HIGH,
2026-07-30,UNSAFE_CONDITION,Site Foxtrot,Site Alpha,Logistics,Contractor-Pinnacle Contractors,Site Supervisor,Waste segregation bins were not properly labeled at the site office.,LOW,
2026-05-05,NEAR_MISS,Site Charlie,Site Echo,HSE,Contractor-Ironclad Scaffolding,Site Supervisor,Employee suggestion box was overflowing and needs regular clearing.,HIGH,
2026-04-18,NEAR_MISS,Site Echo,Site Alpha,Pipeline Integrity,Contractor-Ironclad Scaffolding,Technician,"Minor vehicle scratch reported during routine parking maneuver, no injury.",HIGH,
2026-05-14,UNSAFE_ACT,Site Bravo,Site Bravo,HSE,Contractor-Meridian Fabrication,Site Supervisor,Fire extinguisher inspection tag found expired in the break room.,HIGH,
2026-08-17,NEAR_MISS,Site Delta,Site Echo,Pipeline Integrity,Contractor-Summit Rigging Co,Site Supervisor,Panel door was opened while circuit remained energized.,LOW,electrical_isolation
2026-08-18,NEAR_MISS,Site Charlie,Site Bravo,Operations,Contractor-Summit Rigging Co,Operator,Trip hazard from a loose cable was reported and fixed same day.,HIGH,
2026-03-16,NEAR_MISS,Site Foxtrot,Site Foxtrot,Drilling,Contractor-Coastal Logistics,Foreman,Signage for emergency assembly point was faded and needs replacement.,HIGH,
2026-06-13,UNSAFE_CONDITION,Site Echo,Site Charlie,Pipeline Integrity,Contractor-Pinnacle Contractors,Technician,Signage for emergency assembly point was faded and needs replacement.,MODERATE,
2026-03-31,UNSAFE_CONDITION,Site Alpha,Site Bravo,Maintenance,Contractor-Delta Wellsite Services,Operator,Hot work began without a valid permit issued by the site safety officer.,HIGH,permit_to_work
2026-05-01,UNSAFE_CONDITION,Site Delta,Site Foxtrot,Logistics,Contractor-Delta Wellsite Services,Foreman,Fall protection was not used while inspecting the flare stack platform.,MODERATE,working_at_height
2026-05-29,NEAR_MISS,Site Bravo,Site Foxtrot,HSE,Contractor-Meridian Fabrication,Foreman,Temporary lighting was insufficient in the storage yard at night.,HIGH,
2026-04-26,UNSAFE_ACT,Site Foxtrot,Site Bravo,Logistics,Contractor-Vantage Energy Services,Site Supervisor,Minor spill of lubricant was cleaned up promptly with no injury.,MODERATE,
2026-05-02,UNSAFE_CONDITION,Site Foxtrot,Site Echo,Drilling,Contractor-Meridian Fabrication,Foreman,Housekeeping issue noted in the tool storage area.,HIGH,
2026-08-06,UNSAFE_ACT,Site Echo,Site Foxtrot,Maintenance,Contractor-Coastal Logistics,Foreman,Employee suggestion box was overflowing and needs regular clearing.,MODERATE,
2026-04-05,NEAR_MISS,Site Echo,Site Delta,HSE,Contractor-Northstar Industrial,Engineer,Fire extinguisher inspection tag found expired in the break room.,HIGH,
2026-07-14,UNSAFE_CONDITION,Site Charlie,Site Echo,Maintenance,Contractor-Redline Maintenance Group,Foreman,Waste segregation bins were not properly labeled at the site office.,LOW,
2026-07-06,UNSAFE_CONDITION,Site Charlie,Site Delta,Logistics,Contractor-Beacon Electrical Works,Engineer,Employee suggestion box was overflowing and needs regular clearing.,LOW,
2026-04-16,UNSAFE_CONDITION,Site Echo,Site Foxtrot,Drilling,Contractor-Beacon Electrical Works,Safety Officer,Waste segregation bins were not properly labeled at the site office.,MODERATE,
2026-05-02,UNSAFE_ACT,Site Delta,Site Charlie,Pipeline Integrity,Contractor-Beacon Electrical Works,Operator,Trip hazard from a loose cable was reported and fixed same day.,HIGH,
2026-06-10,UNSAFE_CONDITION,Site Alpha,Site Charlie,Drilling,Contractor-Orion Field Services,Engineer,Trip hazard from a loose cable was reported and fixed same day.,HIGH,
2026-05-13,UNSAFE_ACT,Site Alpha,Site Alpha,Drilling,Contractor-Delta Wellsite Services,Technician,"Minor vehicle scratch reported during routine parking maneuver, no injury.",HIGH,
2026-07-06,NEAR_MISS,Site Bravo,Site Charlie,Pipeline Integrity,Contractor-Meridian Fabrication,Engineer,Water leakage from a faucet reported in the site canteen.,LOW,
2026-05-03,UNSAFE_CONDITION,Site Alpha,Site Charlie,Maintenance,Contractor-Coastal Logistics,Engineer,Signage for emergency assembly point was faded and needs replacement.,LOW,
2026-04-10,UNSAFE_CONDITION,Site Echo,Site Foxtrot,Drilling,Contractor-Meridian Fabrication,Technician,Signage for emergency assembly point was faded and needs replacement.,HIGH,
2026-06-26,UNSAFE_ACT,Site Alpha,Site Charlie,Logistics,Contractor-Meridian Fabrication,Operator,Fire extinguisher inspection tag found expired in the break room.,MODERATE,
2026-05-06,NEAR_MISS,Site Bravo,Site Bravo,Pipeline Integrity,Contractor-Delta Wellsite Services,Site Supervisor,"Minor vehicle scratch reported during routine parking maneuver, no injury.",MODERATE,
2026-08-07,NEAR_MISS,Site Alpha,Site Bravo,HSE,Contractor-Ironclad Scaffolding,Engineer,Minor spill of lubricant was cleaned up promptly with no injury.,MODERATE,
2026-08-10,UNSAFE_CONDITION,Site Delta,Site Foxtrot,Maintenance,Contractor-Ironclad Scaffolding,Foreman,Oxygen levels were not checked before crew entered the storage vessel.,MODERATE,confined_space
2026-04-30,UNSAFE_ACT,Site Alpha,Site Bravo,HSE,Contractor-Beacon Electrical Works,Operator,Hot work began without a valid permit issued by the site safety officer.,HIGH,permit_to_work
2026-08-04,UNSAFE_CONDITION,Site Foxtrot,Site Alpha,HSE,Contractor-Pinnacle Contractors,Engineer,Worker accessed switchgear room without confirming lockout status.,LOW,electrical_isolation
2026-06-09,UNSAFE_CONDITION,Site Delta,Site Bravo,Maintenance,Contractor-Meridian Fabrication,Operator,First aid kit in the workshop was missing a few items.,MODERATE,
2026-06-26,UNSAFE_CONDITION,Site Delta,Site Echo,Drilling,Contractor-Summit Rigging Co,Site Supervisor,First aid kit in the workshop was missing a few items.,MODERATE,
2026-07-12,NEAR_MISS,Site Bravo,Site Foxtrot,Maintenance,Contractor-Meridian Fabrication,Engineer,Signage for emergency assembly point was faded and needs replacement.,MODERATE,
2026-05-25,UNSAFE_CONDITION,Site Bravo,Site Bravo,Drilling,Contractor-Ironclad Scaffolding,Site Supervisor,Minor spill of lubricant was cleaned up promptly with no injury.,LOW,
2026-07-24,UNSAFE_ACT,Site Bravo,Site Foxtrot,Drilling,Contractor-Delta Wellsite Services,Operator,Employee suggestion box was overflowing and needs regular clearing.,MODERATE,
2026-03-07,UNSAFE_CONDITION,Site Delta,Site Bravo,HSE,Contractor-Coastal Logistics,Foreman,Housekeeping issue noted in the tool storage area.,LOW,
2026-05-20,NEAR_MISS,Site Echo,Site Delta,Operations,Contractor-Orion Field Services,Foreman,First aid kit in the workshop was missing a few items.,LOW,
2026-08-04,UNSAFE_CONDITION,Site Bravo,Site Foxtrot,HSE,Contractor-Redline Maintenance Group,Safety Officer,"Minor vehicle scratch reported during routine parking maneuver, no injury.",LOW,
2026-08-22,NEAR_MISS,Site Foxtrot,Site Delta,Operations,Contractor-Meridian Fabrication,Safety Officer,"Minor vehicle scratch reported during routine parking maneuver, no injury.",MODERATE,
2026-08-22,UNSAFE_CONDITION,Site Alpha,Site Echo,Pipeline Integrity,Contractor-Vantage Energy Services,Engineer,Poor visibility at the site gate led to a near miss between a light vehicle and a walker.,LOW,vehicle_pedestrian
2026-04-08,UNSAFE_ACT,Site Delta,Site Delta,Drilling,Contractor-Ironclad Scaffolding,Technician,Employee suggestion box was overflowing and needs regular clearing.,LOW,
2026-04-07,UNSAFE_ACT,Site Echo,Site Charlie,HSE,Contractor-Meridian Fabrication,Engineer,Crew proceeded with confined space entry without a signed PTW.,MODERATE,permit_to_work
2026-07-04,NEAR_MISS,Site Echo,Site Charlie,Logistics,Contractor-Ironclad Scaffolding,Foreman,Signage for emergency assembly point was faded and needs replacement.,HIGH,
2026-07-31,UNSAFE_CONDITION,Site Foxtrot,Site Foxtrot,Logistics,Contractor-Orion Field Services,Engineer,Electrical panel remained live during scheduled inspection.,MODERATE,electrical_isolation
2026-08-17,NEAR_MISS,Site Charlie,Site Delta,HSE,Contractor-Meridian Fabrication,Operator,"Minor vehicle scratch reported during routine parking maneuver, no injury.",LOW,
